Ano;Nº do Processo;Tramitação;Tipo de Contrato;Tipo de instrumento Macro;Objeto de Análise;Tipo de Serviços ou parcerias;Parceiro / Contratante;CNPJ;Unidade UFRJ;Sigla Unidade;Centro;Coordenador;Interveniente;Status;Nº Parecer;Parecer;Valor do Projeto;Data de Entrada AGI;Data de Saída AGI;Mês de Entrada;Dias;Data dif;Dias úteis;% DADOS CONCLUÍDO;x;Referências;Data Abertura do processo no SEI;Dias entrada até a AGI;Entrada na Procuradoria;Saída da Procuradoria;Dias PROC;Contrato assinado?;Desistiu da Tramitação do processwo;Data de assinatura do contrato;Dias até a assinatura;Vigência do proj (em meses);ANOTAÇÕES;Responsável;Código;Atividade Principal (CNAE);Ano de assinatura do contrato
2022;23079.241153/2021-30;1ª tramitação;Emenda Parlamentar/Subvenção;Outros;Projeto;;Ministério da Saúde - MS;00.530.493/0001-71;Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa em Engenharia - COPPE;COPPE;CT;Marcos Aurelio Vasconcelos de Freitas;FUJB;Concluído;05/2022;Totalmente favorável;28650000;2022-01-14;2022-01-17;Jan;3.0;44576.0;1;1.0;1;Apoio técnico e científico para o estabelecimento deintervenções multissetoriais sustentáveis nas comunidades da cidade do Rio de Janeiro de controle de arboviroses urbanas, por meio da utilização da estratificação de risco, do direcionamento das ações existentes e da viabilidade de tecnologias inovadoras de controle doAedes aegypti;2021-11-30 00:00:00;45;44587;44589;2;Não;;;-44530.0;24;;;;;
2022;23079.241893/2021-76;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Clínicos;RESOLUTION LATIN AMERICA S.A;;Faculdade de Medicina;FF;CCS;;Coppetec;Concluído;15/2022;Totalmente favorável;;2022-02-16;2022-02-20;Fev;4.0;44609.0;2;0.75;0;Um estudo aberto, de extensão a longo prazo para avaliar a segurança e a eficácia de CRN00808 em sujeitos com acromegalia (ACROBAT ADVANCE).;2021-12-06 00:00:00;72;44608;44659;51;Não;;;-44536.0;;;;;;
2022;23079.241922/2021-08;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Testes Clínicos;RESOLUTION LATIN AMERICA S.A;;Hospital Universitário Clementino Fraga Filho;HUCFF;CCS;Mônica Roberto Gadelha;Coppetec;Concluído;22/2022;Totalmente favorável;;2022-02-22;2022-02-24;Fev;1.0;44615.0;2;0.5;0;;2021-12-06 00:00:00;78;-;-;-;Sim;;44650;114.0;48;;;;;
2022;23079.2422342/2021-20;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Cursos e capacitações;Colégio D Pedro II;42.414.284/0001-02;IPPUR;FACC;CCJE;Renata Bastos da Silva, Flavia Guerra Cavalcanti, Pedro Luiz de Araújo Costa;Sem Interveniente;Concluído;68/2022;Favorável com recomendação;;2022-05-11;2022-05-13;Mai;2.0;44693.0;2;1.0;1;Desenvolvimento de programas, projetos e atividades nos campos da formação, pesquisa, produção, extensão e intercambio em assuntos educacionais, artísticos e culturais;2021-12-08 00:00:00;154;44690;44692;2;Não;;;-44538.0;60;;;;;
2022;23079.242539/2021-69 ;1ª tramitação;Compartilhamento de Laboratório;Outros;Contrato;Projeto de P&D;TOLVEG SOLUÇÕES BIOESTIMULANTES E PROTETIVAS PARA CULTIVOS AGRÍCOLAS LTDA;41.283.601/0001-36;Instituto de Microbiologia;IPMG;CCS;Maite Vaslin de Freitas Silva;Sem Interveniente;Concluído;18/2022;Totalmente favorável;600000;2022-02-21;2022-03-03;Fev;1.0;44614.0;5;0.5;0;;2021-12-09 00:00:00;74;44623;44685;62;Não;;;-44539.0;24;;;;;
2022;23079.242663/2021-24;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;;BNDES;33.657.248/0001-89;COPPEAD;COPPEAD;CCJE;Rodrigo de Oliveira Leite;FUJB;Concluído;-;Outro;;2022-03-22;2022-03-28;Mar;6.0;44643.0;4;0.75;0;;2021-12-10 00:00:00;102;-;-;-;Sim;;44641;101.0;24;;;;;
2022;23079.242965/2021-01;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;;MARINE PRODUCTION SYSTEMS DO BRASIL LTDA;01.950.374/0001-30;Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa em Engenharia - COPPE;COPPE;CT;Ricardo Tadeu Lopes;Coppetec;Concluído;08/2022;Totalmente favorável;1248000;2022-01-24;2022-01-24;Jan;1.0;44585.0;1;1.0;1;Serviços especializados para testes utilizando radiação gama;2021-12-13 00:00:00;42;-;-;-;Sim;;44617;74.0;12;;;;;
2022;23079.243012/2021-51;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Câmara Municipal do Rio de Janeiro;30.467.038/0001-84;Instituto de Nutrição Josué de Castro;INJC;CCS;Rosana Salles da Costa;FUJB;Concluído;247/2022;Favorável com recomendação;263628.61;2022-12-23;2022-12-26;Dez;3.0;44919.0;1;1.0;1;Estudo de avaliação do atual cenário de fome e insegurança alimentar e nutricional, agravada pela pandemia de COVID-19, na cidade do Rio de Janeiro;2021-12-13 00:00:00;375;44917;44922;5;Não;;;-44543.0;26;;;;;
2022;23079.243082/2021-18;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Projeto;;NOVAGEIA BIOTECNOLOGIA LTDA;29.309.745/0001-19;Faculdade de Farmácia;FF;CCS;Lucio Mendes Cabral;FUJB;Concluído;10/2022;Totalmente favorável;219964;2022-02-02;2022-02-03;Fev;1.0;44595.0;1;1.0;1;Analise produtos à base de canabidiol purificado;2021-12-14 00:00:00;50;-;-;-;Sim;;44630;86.0;12;;;;;
2022;23079.244072/2021-91;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;;WRI BRASIL;19.946.671/0001-78;Pós-Graduação e Pesquisa de Engenharia;COPPE;CT;Roberto Schaeffer;Coppetec;Concluído;17/2022;Totalmente favorável;686834;2022-02-20;2022-02-21;Fev;1.0;44613.0;1;0.5;0;;2021-12-22 00:00:00;60;44612;44705;93;Sim;;44736;184.0;1;;;;;
2022;23079.244382/2021-14;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Consultoria;Museu Judaico de São/ Instituto Moreira Salles;"04.414.533/0001-70; 58.397.563/0001-45";Museu Nacional;FCC;GR;Leandra Pereira de Oliveira;Sem Interveniente;Concluído;44/2022;Totalmente favorável;;2022-04-05;2022-04-11;Abr;6.0;44657.0;4;1.0;1;Cópia da Torá que foi de Pedro II;2021-12-30 00:00:00;96;44601;44617;16;Sim;;44916;356.0;12;;;;;
2022;23079.200340/2022-44;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001- 51;Instituto de Ciências Biomédicas;ICB;CCS;Fernanda de Mello e Souza Valente Gubert;FUJB;Concluído;12/2022;Totalmente favorável;90000;2022-02-04;2022-02-04;Fev;1.0;44596.0;1;1.0;1;Efeito da Polilaminina in vivo e in vitro na neuroproteção e regeneração axonal;2022-01-05 00:00:00;30;-;-;-;Não;;;-44566.0;4;;;;;
2022;23079.200340/2022-44;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Instituto de Ciências Biomédicas;ICB;CCS;Fernanda de Mello e Souza Valente Gubert;FUJB;Concluído;-;Outro;;2022-03-17;2022-03-28;Mar;11.0;44638.0;7;1.0;1;Efeito da Polilaminina in vivo e in vitro na neuroproteção e regeneração axonal;2022-01-05 00:00:00;71;-;-;-;Não;;;-44566.0;;[Não Puxar] Processo enviado para a Agência, mas sem nenhuma necessidade de manifestação do órgão;;;;
2023;23079.2005152023-02;1ª tramitação;Acordo de Parceria/ Convênio;Outros;Contrato;;Fundação COPPETEC;72.060.999/0001-75;CCMN: Instituto de Química (IQ);IQ;CCMN;Henrique Marcelo Gualberto Pereira;Sem Interveniente;Concluído;009/2023;Totalmente favorável;2548000;2023-02-02;2023-02-10;Fev;8.0;;6;1.0;1;Realização de análise para controle de dopagem em competição e fora de competição;2022-01-05 00:00:00;393;44970;44985;15;Sim;;45041;475.0;60;Convênio específico para gestão (Coppetec);;72.10-0-00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;
2022;23079.200666/2022-71;1ª tramitação;Compartilhamento de Laboratório;Outros;Contrato;Projeto de P&D;SBE - Sol. Biomassa;;Instituto de Química;IQ;CCMN;Marcelo Maciel Pereira;Sem Interveniente;Concluído;35/2022;Favorável com recomendação;;2022-03-22;2022-03-26;Mar;4.0;44643.0;3;0.75;0;;2022-01-07 00:00:00;74;44656;44755;99;Não;;;-44568.0;;;;;;
2022;23079.200614/2022-03;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Clínicos;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;31/2022;Favorável com recomendação;120000;2022-03-08;2022-03-10;Fev;2.0;44629.0;2;1.0;1;Efeito da eficácia de substâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;60;-;-;-;Sim;;44659;91.0;6;;;;;
2022;23079.200614/2022-03;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;-;Outro;;2022-03-22;2022-03-28;Mar;6.0;44643.0;4;1.0;1;Efeito da eficácia de substâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;74;-;-;-;Sim;;44659;91.0;6;[Não Puxar] Processo enviado para a Agência, mas sem nenhuma necessidade de manifestação do órgão;;;;
2022;23079.200614/2022-03;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;43/2022;Totalmente favorável;120000;2022-04-04;2022-04-08;Abr;4.0;44656.0;4;1.0;1;Efeito da eficácia de subsâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;87;-;-;-;Sim;;44659;91.0;6;;;;;
2022;23079.200614/2022-03;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Análises, testes e ensaios laboratoriais, medições e instrumentação de campo;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;49/2022;Totalmente favorável;120000;2022-04-11;2022-04-11;Abr;1.0;44662.0;1;1.0;1;Efeito da eficácia de subsâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;94;-;-;-;Sim;;44659;91.0;6;;;;;
2022;23079.200614/2022-03;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Clínicos;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;153/2022;Outro;120000;2022-09-20;2022-09-21;Set;1.0;44825.0;1;1.0;1;Efeito da eficácia de substâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;256;-;-;-;Sim;;44659;91.0;6;;;;;
2022;23079.200614/2022-03;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Clínicos;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;44.734.671/0001-51;Faculdade de Farmácia;FF;CCS;Claudia Pinto Figueiredo;FUJB;Concluído;168/2022;Totalmente favorável;132000;2022-09-28;2022-10-05;Set;7.0;44833.0;5;1.0;1;Efeito da eficácia de substâncias teste em modelo pré-clínico de Doença de Alzheimer;2022-01-07 00:00:00;264;-;-;-;Sim;;44659;91.0;6;;;;;
2022;23079.201184/2022-39;1ª tramitação;Transferência de Tecnologia;Outros;Contrato;Transferência de Tecnologia;Bio Assets;44.615.071/0001-74;Instituto de Microbiologia;IM;CCS;Alane Vermelho;FUJB;Concluído;04/2022;Totalmente favorável;75000;2022-01-13;2022-01-19;Jan;6.0;44575.0;4;1.0;1;Cessão parcial de direitos sobre o pedido de patente nº BR 102020019628-6;2022-01-13 00:00:00;1;44580;44588;8;Não;Proc. Concluído na unidade;-;;12;[Não puxar] TT - Nasceu na Agência;;;;
2022;23079.201291/2022-67 ;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0001-01;Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa em Engenharia - COPPE;COPPE;CT;Alexandre Gonçalves Evsukoff;Coppetec;Concluído;07/2022;Totalmente favorável;3614885.54;2022-01-24;2022-01-24;Jan;1.0;44585.0;1;1.0;1;Técnicas de Aprendizagem Profunda para Processamento de Dados Sísmicos;2022-01-13 00:00:00;11;-;-;-;Sim;;44623;49.0;36;;;;;
2022;23079.201896/2022-58;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;;Petróleo Brasileiro S.A. Petrobrás ;33.000.167/0819-42;Graduação e Pesquisa de Engenharia;COPPE;CT;Fernando Artur Brasil Danziger;Coppetec;Concluído;16/2022;Totalmente favorável;3600408.6;2022-02-20;2022-02-21;Fev;1.0;44613.0;1;0.5;0;;2022-01-19 00:00:00;32;-;-;-;Sim;;44634;54.0;24;;;;;
2022;23079.202748/2022-51;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Cursos e capacitações;Operador Nacional do Sistema Elétrico;02.831.210/0002-38;Instituto de Geociências;IGEO;CCMN;Claudine Pereira Dereczynski;FUJB;Concluído;142/2022;Favorável com recomendação;125818;2022-09-02;2022-09-05;Set;3.0;44807.0;1;1.0;1;Treinamento em Metereologia para o Operador Nacional do Sistema Elétrico;2022-01-26 00:00:00;219;-;-;-;Sim;;44813;226.0;;;;;;
2022;23079.202748/2022-51;Retorno de Processo;Prestação de Serviços;Prestação de Serviços;Contrato;Cursos e capacitações;Operador Nacional do Sistema Elétrico;02.831.210/0002-38;Instituto de Geociências;IGEO;CCMN;Claudine Pereira Dereczynski;FUJB;Concluído;146/2022;Totalmente favorável;125818;2022-09-09;2022-09-09;Set;1.0;44813.0;1;1.0;1;Treinamento em Metereologia para o Operador Nacional do Sistema Elétrico;2022-01-26 00:00:00;226;-;-;-;Sim;;44813;226.0;;;;;;
2022;23079.203689/2022-38;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Projeto;Projeto de P&D;FUSE Sistemas LTDA;25.683.565/0001-41;Programa de Engenharia Oceânica;COPPE;CT;Joel Sena Sales Junior;Coppetec;Concluído;25/2024;Totalmente favorável;1333570.32;2022-02-23;2022-02-28;Fev;5.0;44616.0;2;1.0;1;Dispositivo estabilizador inteligente para instalações de equipamentos submarino.;2022-02-02 00:00:00;21;44616;44620;4;Sim;;44643;49.0;24;;;;;
2022;23079.203688/2022-93;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;INT - Instituto Nacional de Tecnologia;01.263.896/0004-07;Instituto de Psiquiatria;IPUB;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;139/2022;Totalmente favorável;Sem repasse;2022-08-29;2022-09-01;Ago;3.0;44803.0;3;1.0;1;Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e motora em idosos com transtornos mentais;2022-02-02 00:00:00;208;44856;44858;2;Não;;;-44594.0;;;;;;
2022;23079.203688/2022-93;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;INT - Instituto Nacional de Tecnologia;01.263.896/0004-07;Instituto de Psiquiatria;IPUB;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;148/2022;Favorável com recomendação;Sem repasse;2022-09-12;2022-09-15;Set;3.0;44817.0;3;1.0;;Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e motora em idosos com transtornos mentais;2022-02-02 00:00:00;;44856;44858;2;Não;;;;;;;;;
2022;23079.203688/2022-93;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;INT - Instituto Nacional de Tecnologia;01.263.896/0004-07;Instituto de Psiquiatria;IPUB;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;182/2022;Totalmente favorável;Sem repasse;2022-10-24;2022-10-24;Out;1.0;44858.0;1;1.0;1;Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e motora de idosos com transtornos mentais;2022-02-02 00:00:00;264;44856;44858;2;Não;;;-44594.0;24;;;;;
2023;23079.203688/2022-93;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;INT - Instituto Nacional de Tecnologia;01.263.896/0004-07;CCS: Instituto de Psiquiatria (Ipub);IPUB;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;Folha Informação;Totalmente favorável;Sem repasse;2023-09-12;2023-10-10;Set;28.0;;20;1.0;1;Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e motora de idosos com transtornos mentais;2022-02-02 00:00:00;587;44856;44858;2;Não;;;-44594.0;24;;;84.11-6-00;Administração pública em geral;
2024;23079.203688/2022-93;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Instituto Nacional de Tecnologia;01.263.896/0004-07;CCS: Instituto de Psiquiatria (Ipub);Ipub;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;039/2024;Favorável com recomendação;Sem repasse;2024-03-28;2024-04-17;Mar;21.0;;14;1.0;1;"Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e 
motora de idosos com transtornos mentais, visando o diagnóstico precoce destes transtornos.";2022-02-02 00:00:00;785;;;0;Não;;;-44594.0;24;;Ingrid;;;
2024;23079.203688/2022-93;Retorno de Processo;Acordo de Parceria/Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Instituto de Nacional de Tecnologia;01.263.896/0004-07;CCS: Instituto de Psiquiatria (Ipub);Ipub;CCS;Andrea Camaz Deslandes;Sem Interveniente;Concluído;258/2024;Favorável com recomendação;0;2024-12-12;2024-12-23;Dez;12.0;;8;1.0;Concluído;Desenvolvimento e aplicação de modelos de machine learning para avaliação cognitiva e motora de idosos com transtornos mentais, visando o diagnóstico precoce destes transtornos. ;2022-02-02 00:00:00;1044;;;0;;;;-44594.0;24;;Ingrid;;;
2022;23079.203818/2022-98;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Shell Brasil Petróleo Ltda.;10.456.016/0001-67;Laboratório de Corrosão da COPPE;COPPE;CT;José Antônio da Cunha Ponciano Gomes e Marysilvia Ferreira da Costa;Coppetec;Concluído;19/2022;Totalmente favorável; $      34.229.968,46 ;2022-02-21;2022-02-28;Fev;7.0;44614.0;4;0.5;0;Estudo de processos de corrosão e degradação em dutos flexíveis;2022-02-03 00:00:00;18;44613;44637;24;Sim;;44681;86.0;60;;;;;
2022;23079.208038/2022-34;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Petróleo Brasileiro S.A. Petrobrás ;;Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa em Engenharia - COPPE;Coppe;CT;Breno Pinheiro Jacob;Coppetec;Concluído;38/2022;Totalmente favorável;5216190.09;2022-03-25;2022-03-29;Mar;4.0;44646.0;2;0.75;0;“Ferramenta computacional OtimRota para síntese e projeto conceitual de arranjos otimizados para os componentes de sistemas submarinos, incorporando novos métodos de inteligência computacional e otimização colaborativa para elaboração de alternativas de valor para arranjos submarinos”.;2022-02-03 00:00:00;50;-;-;-;Sim;;44691;96.0;48;;;;;
2022;23079.203850/2022-73;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;Universidad de Antioquia/ Institucion Universitaria de Envigado;;Faculdade de Educação;CFCH;CFCH;Andre Bocchetti;Sem Interveniente;Concluído;41/2022;Totalmente favorável;0;2022-03-25;2022-03-30;Mar;5.0;44646.0;3;0.75;0;Aulas afectantes, cartografias sensibles para la (trans)formación;2022-02-03 00:00:00;50;44659;44678;19;Sim;;44685;90.0;60;;;;;
2022;23079.203839/2022-11;1ª tramitação;Outros;Outros;Contrato;;UFSC;83.899.526/0001-82;Agência UFRJ de Inovação;INOVA;GR;Kelyane da Silva;Sem Interveniente;Concluído;Folha Informação;Totalmente favorável;Sem repasse;2022-07-06;2022-07-08;Jul;2.0;44749.0;2;1.0;1;Acordo de cotitularidade UFRJ e UFSC;2022-02-03 00:00:00;153;44595;44748;153;Sim;;44797;202.0;129;[Não puxar] Vigência até o final da proteção 29/04/2033.;;;;
2022;23079.203839/2022-11;Retorno de Processo;Outros;Outros;Contrato;Outros;UFSC;83.899.526/0001-82;Agência UFRJ de Inovação;INOVA;GR;Kelyane da Silva;Sem Interveniente;Concluído;105/2022;Totalmente favorável;Sem repasse;2022-07-25;2022-07-25;Jul;1.0;44767.0;1;1.0;1;Acordo de cotitularidade UFRJ e UFSC;2022-02-03 00:00:00;172;44595;44748;153;Sim;;44797;202.0;129;[Não puxar] Vigência até o final da proteção 29/04/2033.;;;;
2022;23079.203839/2022-11;Retorno de Processo;Outros;Outros;Contrato;;UFSC;83.899.526/0001-82;InovaUFRJ;INOVA;GR;Kelyane da Silva;Sem Interveniente;Concluído;Informação;Outro;Sem repasse;2022-08-24;2022-08-29;Ago;5.0;44798.0;3;1.0;1;Acordo de cotitularidade UFRJ e UFSC;2022-02-03 00:00:00;202;44595;44748;153;Sim;;44797;202.0;129;[Não puxar] Vigência até o final da proteção 29/04/2033.;;;;
2022;23079.204031/2022-43;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;Shell Brasil Petróleo Ltda.;10.456.016/0001-67;Programa de Engenharia Metalúrgica e de Materiais;COPPE;CT;Marysilvia Ferreira da Costa;Coppetec;Concluído;24/2022;Totalmente favorável;6429031.04;2022-02-23;2022-02-27;Fev;4.0;44616.0;2;0.5;0;;2022-02-04 00:00:00;19;44616;44642;26;Sim;;44680;84.0;48;;;;;
2022;23079.204767/2022-11;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Estudos Técnicos;Vale S.A.;33.592.510/0001-54;Engenharia Oceanica;COPPE;CT;Marcos Nicolas Galo;Coppetec;Concluído;29/2022;Totalmente favorável;5675913.29;2022-03-03;2022-03-07;Mar;4.0;44624.0;2;1.0;1;"Sistema de previsão meteoceanográfica para os Terminais de Tubarão - ES e
Ilha Guaíba – RJ";2022-02-09 00:00:00;22;-;-;-;Sim;;44631;30.0;36;Só a Reitora assinou;;;;
2022;23079.204602/2022-40;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;ISA-CTEEP;08.543.286/0001-63;Programa de Planejamento Energético;COPPE;CT;Amaro Olimpio Pereira Junior;Coppetec;Concluído;32/2022;Parecer Orientativo;;2022-03-22;2022-03-25;Mar;3.0;44643.0;3;1.0;1;PD- 06904-0001/2021 – RTP das licitadas;2022-02-09 00:00:00;41;44713;44713;0;Sim;;2024-10-31 00:00:00;153.0;24;;;;;2024.0
2022;23079.204602/2022-40;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Consultoria;ISA-CTEEP;08.543.286/0001-63;PPE;COPPE;CT;Amaro Olimpio Pereira Junior;Coppetec;Concluído;67/2022;Parecer Orientativo;713083.5;2022-05-11;2022-05-13;Mai;2.0;44693.0;2;1.0;1;PD- 06904-0001/2021 – RTP das licitadas;2022-02-09 00:00:00;91;44642;44656;14;Sim;;2024-10-31 00:00:00;153.0;24;;;;;2024.0
2022;23079.204602/2022-40;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;ISA-CTEEP;08.543.286/0001-63, 10.960.725/0001-85,10.260.820/0001-76, 08.580.534/0001-46, 10.261.111/0001-05, 09.276.712/0001-02;Programa de Planejamento Energético;COPPE;CT;Amaro Olimpio Pereira Junior;Coppetec;Concluído;78/2022;Totalmente favorável;713083.5;2022-06-01;2022-06-01;Jun;1.0;44713.0;1;1.0;1;RTP das Licitadas;2022-02-09 00:00:00;112;44713;44762;49;Sim;;2024-10-31 00:00:00;153.0;24;;;;;2024.0
2024;23079.204602/2022-40;Retorno de Processo;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Estudos Técnicos;INTERLIGACAO ELETRICA PINHEIROS S/A;10.260.820/0001-76;CT: Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa de Engenharia (Coppe);Coppe;CT; Mauricio T. Tolmasquim;Coppetec;Concluído;167/2024;Totalmente favorável;233558.81;2024-08-27;2024-09-05;Ago;10.0;;8;1.0;1;Análise sobreRevisão Tarifária em Contratos de Transmissão Licitados e Leilões de Transmissão;2022-02-09 00:00:00;930;;;0;Sim;;2024-10-31 00:00:00;-44601.0;24;;Paula;;;2024.0
2022;23079.205439/2022-32;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Treinamentos;Fiocruz - Fundação Oswaldo Cruz;33.781.055/0001-35;Institudo de Microbiologia Paulo de Góes;IMPG;CCS;Renata Cristina Picão;Sem Interveniente;Concluído;63/2022;Favorável com recomendação;;2022-05-04;2022-05-05;Mai;1.0;44686.0;1;1.0;1;“estabelecer uma cooperação entre Fiocruz e UFRJ, visando treinamento técnico-científico avançado, formação multidisciplinar de recursos humanos e compartilhamento de competências em ensino e pesquisa”;2022-02-15 00:00:00;78;44698;44713;15;Não;;;-44607.0;60;;;;;
2022;23079.205581/2022-80;1ª tramitação;Acordo de Parceria/ Convênio;Acordo de Parceria/ Convênio;Contrato;Projeto de P&D;Equinor Energy;04.580.657/0001-26;Programa de Engenharia Metalúrgica e de Materiais;COPPE;CT;João da Cruz Payão Filho;Coppetec;Concluído;30/2022;Favorável com recomendação;;2022-03-08;2022-03-09;Fev;1.0;44629.0;1;1.0;1;"Desenvolvimento de manufatura aditiva com arame e arco para aplicação em ligas
UHVLVWHQWHVjFRUURVmR";2022-02-15 00:00:00;21;44651;44656;5;Sim;;44655;48.0;60;;;;;
2022;23079.205775/2022-85;1ª tramitação;Prestação de Serviços;Prestação de Serviços;Contrato;Consultoria;Agência Internacional de Energia Renovável (IRENA);;Instituto Alberto Luiz Coimbra de Pós-Graduação e Pesquisa em Engenharia - COPPE;Coppe;CT;AMARO OLÍMPIO PEREIRA JÚNIOR;Coppetec;Concluído;37/2022;Totalmente favorável;U$ 50.000,00;2022-03-28;2022-03-29;Mar;1.0;44649.0;1;0.75;0;Serviço de consultoria de apoio ao roadmap de energia renovável na América do Sul (REMAP) – Desenvolvimento de cenários para oferta e demanda de energia no Brasil;2022-02-16 00:00:00;40;-;-;-;Sim;;44686;78.0;420;;;;;
